Date,Product,Category,Campaign_Type,Platform,Leads,Conversions,Revenue,Spend,Impressions,Clicks,Country
2023-02-24,1:1 Mentorship,Skill,WhatsApp,WhatsApp,185,30,42359.03,4836.97,30527,1136,India
2023-02-24,Dashboard Templates,Coaching,Ads,YouTube,180,26,17826.23,3188.02,23154,677,India
2023-02-24,Meditation Audio Pack,Coaching,Ads,Instagram,90,10,7580.12,1096.0,22456,862,India
2023-02-24,E-book,Digital,Content,Instagram,248,28,46002.31,2169.06,19176,621,India
2023-02-24,Clothing Brand,Coaching,Ads,Google,451,132,77596.3,4067.23,25596,1566,India
2023-02-25,5-Min Meditation Club,Digital,Content,Facebook,81,19,33084.18,565.04,4691,268,India
2023-02-25,3-Day Challenge,Physical,Influencer,Instagram,219,24,37151.25,3385.19,33514,1023,India
2023-02-25,21-Day Upgrade,Skill,Content,WhatsApp,20,2,1301.27,306.07,7892,119,India
2023-02-25,Mindset Coaching,Skill,Email,Google,71,17,12006.82,775.82,20743,270,India
2023-02-25,Spiritual Sessions,Digital,Content,Instagram,27,5,2964.42,140.43,1957,98,India
2023-02-25,1:1 Mentorship,Skill,Email,YouTube,232,30,13470.84,696.03,7467,592,India
2023-02-25,Dashboard Templates,Digital,Content,Instagram,134,37,73214.91,1816.01,28228,504,India
2023-02-25,Meditation Audio Pack,Physical,WhatsApp,YouTube,417,50,88705.96,3423.05,15459,1342,India
2023-02-25,E-book,Digital,Ads,YouTube,1557,259,234335.04,17638.85,48208,4500,India
2023-02-25,Clothing Brand,Skill,Content,WhatsApp,206,58,18375.43,4144.03,38346,1091,India
2023-02-26,5-Min Meditation Club,Digital,WhatsApp,YouTube,390,112,50074.91,3226.32,34952,1162,India
2023-02-26,3-Day Challenge,Physical,Influencer,Instagram,328,69,70368.48,4667.77,20884,1008,India
2023-02-26,21-Day Upgrade,Physical,Ads,Facebook,299,38,71752.49,5129.81,30920,1301,India
2023-02-26,Mindset Coaching,Coaching,WhatsApp,Instagram,260,70,94476.08,7231.7,32726,1570,India
2023-02-26,Spiritual Sessions,Digital,Content,Instagram,591,87,145559.18,6213.9,46630,1644,India
2023-02-26,1:1 Mentorship,Physical,Influencer,Instagram,318,70,69470.8,4932.07,32121,3086,India
2023-02-26,Dashboard Templates,Physical,WhatsApp,Instagram,39,7,6645.65,596.9,2679,166,India
2023-02-26,Meditation Audio Pack,Digital,WhatsApp,Instagram,364,63,118527.86,3399.44,21575,1962,India
2023-02-26,E-book,Coaching,Email,Google,164,18,34568.79,1452.95,4633,423,India
2023-02-26,Clothing Brand,Digital,Content,Instagram,54,7,6235.89,964.55,3228,217,India
2023-02-27,5-Min Meditation Club,Digital,Content,Facebook,553,85,90028.22,11143.91,40934,2625,India
2023-02-27,3-Day Challenge,Digital,Content,WhatsApp,72,10,14093.44,2010.83,28272,530,India
2023-02-27,21-Day Upgrade,Digital,Email,Facebook,225,51,21633.7,9174.02,49441,2030,India
2023-02-27,Mindset Coaching,Physical,Content,Google,116,16,16593.01,1580.71,16437,426,India
2023-02-27,Spiritual Sessions,Digital,Ads,WhatsApp,59,8,15010.8,1693.25,10062,467,India
2023-02-27,1:1 Mentorship,Coaching,WhatsApp,Facebook,209,35,51465.99,3029.58,9534,878,India
2023-02-27,Dashboard Templates,Physical,Email,YouTube,327,82,152211.36,2490.86,21779,1286,India
2023-02-27,Meditation Audio Pack,Digital,Influencer,Facebook,58,7,5807.56,2167.97,10888,437,India
2023-02-27,E-book,Digital,Content,YouTube,484,103,49350.77,2163.18,22255,1718,India
2023-02-27,Clothing Brand,Skill,Ads,Facebook,105,28,15028.29,3276.61,17348,830,India
2023-02-28,5-Min Meditation Club,Coaching,Content,WhatsApp,63,10,6065.77,1208.76,21561,257,India
2023-02-28,3-Day Challenge,Digital,Email,WhatsApp,145,38,20356.71,1983.38,36680,790,India
2023-02-28,21-Day Upgrade,Coaching,WhatsApp,Facebook,201,34,50357.87,2663.95,22686,1237,India
2023-02-28,Mindset Coaching,Coaching,Content,Instagram,75,13,17848.54,481.93,17444,278,India
2023-02-28,Spiritual Sessions,Digital,Email,Google,896,256,369595.64,4769.18,44379,3176,India
2023-02-28,1:1 Mentorship,Digital,Influencer,WhatsApp,63,7,3815.77,2052.13,9912,583,India
2023-02-28,Dashboard Templates,Digital,Content,WhatsApp,105,29,55749.83,835.46,16536,440,India
2023-02-28,Meditation Audio Pack,Skill,Influencer,Google,618,63,49142.34,11232.21,40230,3206,India
2023-02-28,E-book,Physical,Content,Google,95,18,13710.5,2104.94,11476,766,India
2023-02-28,Clothing Brand,Coaching,Influencer,YouTube,230,44,36105.45,6477.45,27296,1475,India
2023-03-01,5-Min Meditation Club,Physical,Influencer,WhatsApp,414,73,89548.7,9918.41,43841,3701,India
2023-03-01,3-Day Challenge,Digital,Influencer,YouTube,167,42,16429.03,1001.15,21274,971,India
2023-03-01,21-Day Upgrade,Physical,Content,Instagram,452,124,66630.64,2847.62,19217,1597,India
2023-03-01,Mindset Coaching,Physical,Influencer,WhatsApp,63,15,17969.44,902.79,41020,444,India
2023-03-01,Spiritual Sessions,Skill,Ads,Instagram,296,70,101456.92,6837.66,37868,2276,India
2023-03-01,1:1 Mentorship,Skill,Influencer,Google,435,59,86921.05,6143.72,17561,1609,India
2023-03-01,Dashboard Templates,Digital,WhatsApp,Instagram,61,6,10717.18,278.71,6558,238,India
2023-03-01,Meditation Audio Pack,Coaching,Email,Instagram,245,56,47853.8,3425.94,37048,1055,India
2023-03-01,E-book,Coaching,Ads,YouTube,62,16,24606.54,2938.58,13153,588,India
2023-03-01,Clothing Brand,Coaching,Ads,Instagram,676,77,34665.95,10394.1,29342,2629,India
2023-03-02,5-Min Meditation Club,Coaching,Email,Instagram,290,29,48047.35,1167.83,15773,828,India
2023-03-02,3-Day Challenge,Coaching,Content,Instagram,250,33,63198.12,3106.57,38041,1400,India
2023-03-02,21-Day Upgrade,Coaching,Ads,WhatsApp,125,14,16100.54,1413.5,22236,858,India
2023-03-02,Mindset Coaching,Coaching,Content,YouTube,210,46,62421.91,2073.77,37281,2063,India
2023-03-02,Spiritual Sessions,Coaching,WhatsApp,YouTube,50,13,15920.15,845.4,18062,191,India
2023-03-02,1:1 Mentorship,Digital,Content,WhatsApp,342,82,93704.45,3582.87,48056,2111,India
2023-03-02,Dashboard Templates,Coaching,Email,Instagram,16,2,1471.58,331.18,4535,117,India
2023-03-02,Meditation Audio Pack,Coaching,Ads,WhatsApp,224,58,13733.21,3324.6,47397,730,India
2023-03-02,E-book,Skill,Content,Facebook,117,32,39867.69,1532.01,9213,641,India
2023-03-02,Clothing Brand,Physical,Content,YouTube,423,114,82028.12,4325.07,47831,1903,India
2023-03-03,5-Min Meditation Club,Skill,Email,Instagram,671,97,104423.18,5291.84,26519,1852,India
2023-03-03,3-Day Challenge,Digital,Ads,YouTube,1353,143,58887.12,5840.39,40492,3978,India
2023-03-03,21-Day Upgrade,Skill,Content,WhatsApp,64,11,16962.25,1313.2,23448,277,India
2023-03-03,Mindset Coaching,Physical,WhatsApp,WhatsApp,873,183,48753.09,12354.04,41423,2821,India
2023-03-03,Spiritual Sessions,Coaching,Influencer,Google,43,8,3907.17,1626.86,3765,370,India
2023-03-03,1:1 Mentorship,Digital,Influencer,WhatsApp,263,28,39637.55,2222.66,39839,1490,India
2023-03-03,Dashboard Templates,Physical,Influencer,WhatsApp,96,14,19346.51,600.41,23037,457,India
2023-03-03,Meditation Audio Pack,Physical,WhatsApp,Facebook,252,58,81498.55,1402.75,9385,639,India
2023-03-03,E-book,Physical,WhatsApp,WhatsApp,89,10,6517.19,674.0,4332,231,India
2023-03-03,Clothing Brand,Physical,Ads,YouTube,154,26,33686.98,645.27,43374,591,India
2023-03-04,5-Min Meditation Club,Digital,Ads,Google,1047,205,387879.53,9653.49,38677,3284,India
2023-03-04,3-Day Challenge,Physical,WhatsApp,WhatsApp,206,32,62831.46,1457.01,29075,584,India
2023-03-04,21-Day Upgrade,Coaching,Influencer,Instagram,70,19,16547.44,2431.55,42415,535,India
2023-03-04,Mindset Coaching,Skill,Ads,WhatsApp,695,147,192082.04,4254.77,32265,2890,India
2023-03-04,Spiritual Sessions,Skill,Email,YouTube,500,139,235678.88,11848.16,34275,3107,India
2023-03-04,1:1 Mentorship,Physical,Content,Instagram,306,34,53020.32,3214.64,21263,1617,India
2023-03-04,Dashboard Templates,Physical,Influencer,WhatsApp,110,24,10021.81,1317.34,10427,619,India
2023-03-04,Meditation Audio Pack,Digital,Ads,WhatsApp,1307,177,121144.66,11849.91,45000,4396,India
2023-03-04,E-book,Skill,Influencer,Google,656,82,38324.44,3132.76,38504,2996,India
2023-03-04,Clothing Brand,Physical,Email,Instagram,244,54,17468.53,6629.23,16577,1450,India
2023-03-05,5-Min Meditation Club,Physical,Ads,WhatsApp,138,15,26389.67,806.2,37435,657,India
2023-03-05,3-Day Challenge,Physical,Ads,Instagram,330,37,61065.16,3206.78,43441,1374,India
2023-03-05,21-Day Upgrade,Coaching,Content,WhatsApp,343,68,77435.93,1818.35,32400,1177,India
2023-03-05,Mindset Coaching,Physical,Content,Google,1083,295,152462.3,2769.03,46694,2729,India
2023-03-05,Spiritual Sessions,Digital,Ads,Google,163,40,27126.73,5221.85,14447,1166,India
2023-03-05,1:1 Mentorship,Coaching,Content,Facebook,180,37,65535.84,1758.01,5498,484,India
2023-03-05,Dashboard Templates,Coaching,WhatsApp,Instagram,1019,206,373366.27,3682.73,43054,2681,India
2023-03-05,Meditation Audio Pack,Skill,Content,YouTube,156,35,59975.5,3888.12,34253,1148,India
2023-03-05,E-book,Digital,Influencer,Facebook,34,9,9886.95,530.22,23133,336,India
2023-03-05,Clothing Brand,Digital,WhatsApp,Instagram,140,40,9911.45,2716.47,22631,806,India
2023-03-06,5-Min Meditation Club,Digital,Email,YouTube,417,61,101208.45,7748.92,17966,1585,India
2023-03-06,3-Day Challenge,Digital,Influencer,Instagram,738,156,250035.28,11300.78,36298,2491,India
2023-03-06,21-Day Upgrade,Physical,Ads,WhatsApp,330,93,127670.76,3580.23,10118,966,India
2023-03-06,Mindset Coaching,Skill,Email,Instagram,190,32,56839.66,4765.04,27315,1306,India
2023-03-06,Spiritual Sessions,Digital,Influencer,YouTube,73,11,4194.75,931.45,13674,334,India
2023-03-06,1:1 Mentorship,Physical,Influencer,Facebook,414,104,106338.44,6259.52,40804,1383,India
2023-03-06,Dashboard Templates,Skill,Content,Facebook,47,8,10784.4,332.39,5216,244,India
2023-03-06,Meditation Audio Pack,Coaching,Content,YouTube,207,49,95538.29,3135.08,17290,1016,India
2023-03-06,E-book,Physical,Influencer,YouTube,53,11,15197.59,600.75,26689,269,India
2023-03-06,Clothing Brand,Skill,Ads,Instagram,136,38,23414.93,3131.72,39742,704,India
2023-03-07,5-Min Meditation Club,Skill,Influencer,Facebook,365,46,38531.52,4310.9,22483,928,India
2023-03-07,3-Day Challenge,Skill,WhatsApp,Facebook,17,2,1364.05,419.51,2721,96,India
2023-03-07,21-Day Upgrade,Physical,Content,Facebook,43,12,6143.81,870.19,21820,255,India
2023-03-07,Mindset Coaching,Coaching,Influencer,Google,77,14,17402.29,2056.54,7286,514,India
2023-03-07,Spiritual Sessions,Coaching,Ads,Google,32,6,7577.57,273.52,9430,135,India
2023-03-07,1:1 Mentorship,Skill,Influencer,Google,217,50,24375.14,3203.68,45509,724,India
2023-03-07,Dashboard Templates,Skill,Ads,WhatsApp,230,24,23313.05,2436.52,29702,583,India
2023-03-07,Meditation Audio Pack,Coaching,WhatsApp,YouTube,233,66,59562.8,4721.77,28150,1462,India
2023-03-07,E-book,Coaching,Influencer,Instagram,273,41,21134.89,3334.87,48964,892,India
2023-03-07,Clothing Brand,Physical,Ads,Google,53,10,14766.21,722.64,12615,255,India
2023-03-08,5-Min Meditation Club,Physical,Content,WhatsApp,300,40,47804.79,2499.17,39177,1287,India
2023-03-08,3-Day Challenge,Skill,WhatsApp,Facebook,550,80,73634.43,5773.47,45072,1910,India
2023-03-08,21-Day Upgrade,Skill,Ads,WhatsApp,877,234,406491.67,13750.23,37192,2850,India
2023-03-08,Mindset Coaching,Physical,Influencer,Google,471,123,35175.99,11177.86,39253,2614,India
2023-03-08,Spiritual Sessions,Digital,Email,Facebook,129,31,39563.62,1366.09,21792,1052,India
2023-03-08,1:1 Mentorship,Skill,Content,Instagram,122,26,41396.41,2866.61,34095,670,India
2023-03-08,Dashboard Templates,Skill,WhatsApp,Facebook,57,6,9852.04,1289.35,10618,338,India
2023-03-08,Meditation Audio Pack,Digital,Email,Instagram,510,145,257434.74,1927.86,21777,1326,India
2023-03-08,E-book,Coaching,Influencer,Instagram,59,7,6823.57,360.38,8635,352,India
2023-03-08,Clothing Brand,Skill,WhatsApp,WhatsApp,21,3,4068.65,290.65,1437,71,India
2023-03-09,5-Min Meditation Club,Digital,Influencer,Facebook,730,160,157585.14,13271.33,42378,2682,India
2023-03-09,3-Day Challenge,Skill,Influencer,YouTube,183,27,14031.15,2670.7,22849,536,India
2023-03-09,21-Day Upgrade,Skill,Content,WhatsApp,732,73,50067.8,4361.85,42353,2268,India
2023-03-09,Mindset Coaching,Digital,Influencer,WhatsApp,252,45,80810.87,6716.91,27591,2509,India
2023-03-09,Spiritual Sessions,Coaching,Influencer,YouTube,83,22,14351.93,610.37,6650,294,India
2023-03-09,1:1 Mentorship,Coaching,Ads,Google,137,37,44243.51,2431.24,19085,658,India
2023-03-09,Dashboard Templates,Physical,Influencer,Facebook,338,46,90574.24,2481.65,35764,868,India
2023-03-09,Meditation Audio Pack,Coaching,WhatsApp,YouTube,3,0,0.0,176.46,2685,38,India
2023-03-09,E-book,Coaching,WhatsApp,YouTube,369,67,87125.19,3640.53,32345,1521,India
2023-03-09,Clothing Brand,Skill,Content,YouTube,778,170,258730.04,8577.02,35106,2160,India
2023-03-10,5-Min Meditation Club,Physical,Content,Facebook,303,71,45383.91,1296.01,48816,801,India
2023-03-10,3-Day Challenge,Physical,Influencer,Instagram,501,97,34553.03,7194.85,42762,1646,India
2023-03-10,21-Day Upgrade,Skill,WhatsApp,Facebook,340,64,118673.56,7587.71,38109,1826,India
2023-03-10,Mindset Coaching,Physical,Influencer,YouTube,117,16,12480.62,801.86,4030,381,India
2023-03-10,Spiritual Sessions,Coaching,Email,WhatsApp,156,17,18618.0,2448.83,31168,526,India
2023-03-10,1:1 Mentorship,Skill,Content,WhatsApp,809,170,270770.55,8677.89,33778,2770,India
2023-03-10,Dashboard Templates,Digital,Ads,WhatsApp,1002,157,237474.01,12184.01,42391,2583,India
2023-03-10,Meditation Audio Pack,Physical,WhatsApp,Google,635,184,109777.46,3489.52,34433,3025,India
2023-03-10,E-book,Physical,WhatsApp,WhatsApp,279,45,43863.79,1473.05,12463,900,India
2023-03-10,Clothing Brand,Digital,Email,Google,73,19,27624.6,2332.36,10112,636,India
2023-03-11,5-Min Meditation Club,Digital,Ads,YouTube,19,4,7299.89,90.85,1622,59,India
2023-03-11,3-Day Challenge,Skill,Email,YouTube,44,7,9438.03,552.07,3850,113,India
2023-03-11,21-Day Upgrade,Digital,Content,Instagram,700,88,53209.49,5603.46,29185,2609,India
2023-03-11,Mindset Coaching,Coaching,WhatsApp,Facebook,111,25,5675.98,1360.27,11814,428,India
2023-03-11,Spiritual Sessions,Digital,Email,WhatsApp,681,149,73047.56,7220.77,26311,2064,India
2023-03-11,1:1 Mentorship,Coaching,Influencer,YouTube,89,10,18443.64,593.43,13416,227,India
2023-03-11,Dashboard Templates,Skill,WhatsApp,Facebook,49,8,10786.04,403.25,2908,197,India
2023-03-11,Meditation Audio Pack,Physical,Email,Google,624,140,64160.43,4018.11,47609,2357,India
2023-03-11,E-book,Skill,WhatsApp,Facebook,578,116,64770.81,16927.74,46835,4075,India
2023-03-11,Clothing Brand,Skill,Content,YouTube,241,55,107441.88,5172.49,38004,1735,India
2023-03-12,5-Min Meditation Club,Coaching,Content,Instagram,232,25,26040.57,2994.05,13434,832,India
2023-03-12,3-Day Challenge,Coaching,Content,YouTube,9,1,1419.84,144.62,1654,43,India
2023-03-12,21-Day Upgrade,Digital,Email,Instagram,88,22,20664.53,759.35,5236,250,India
2023-03-12,Mindset Coaching,Coaching,Content,YouTube,619,164,71715.88,8645.7,39199,3539,India
2023-03-12,Spiritual Sessions,Physical,Influencer,Google,62,12,4657.54,1047.83,19961,210,India
2023-03-12,1:1 Mentorship,Skill,WhatsApp,Google,47,6,1204.72,789.73,39715,464,India
2023-03-12,Dashboard Templates,Physical,WhatsApp,WhatsApp,332,34,40173.98,7496.08,18218,1551,India
2023-03-12,Meditation Audio Pack,Coaching,Content,WhatsApp,283,53,22565.47,3800.84,40198,1788,India
2023-03-12,E-book,Coaching,Content,Google,669,181,118418.09,10732.76,38498,3784,India
2023-03-12,Clothing Brand,Physical,Influencer,Facebook,5,1,995.29,56.19,1138,14,India
2023-03-13,5-Min Meditation Club,Coaching,Content,Instagram,101,18,29699.97,2035.02,32172,612,India
2023-03-13,3-Day Challenge,Coaching,Influencer,Facebook,809,181,322090.17,9938.49,26017,2344,India
2023-03-13,21-Day Upgrade,Digital,Ads,Google,319,88,61349.49,4308.13,48400,2759,India
2023-03-13,Mindset Coaching,Digital,Content,Facebook,106,17,7214.71,1081.36,3155,284,India
2023-03-13,Spiritual Sessions,Digital,Influencer,Facebook,40,6,3463.1,246.57,5535,122,India
2023-03-13,1:1 Mentorship,Digital,Influencer,WhatsApp,114,25,19294.86,1197.15,33331,509,India
2023-03-13,Dashboard Templates,Skill,WhatsApp,Instagram,524,55,53980.86,4453.34,39223,1669,India
2023-03-13,Meditation Audio Pack,Digital,WhatsApp,WhatsApp,744,96,63415.51,3439.65,44978,2829,India
2023-03-13,E-book,Digital,Email,Facebook,165,34,27265.59,5574.72,34264,1538,India
2023-03-13,Clothing Brand,Coaching,Content,YouTube,688,101,45974.2,11992.73,31261,2610,India
2023-03-14,5-Min Meditation Club,Digital,Ads,YouTube,254,45,88753.32,3367.23,15571,811,India
2023-03-14,3-Day Challenge,Coaching,WhatsApp,Instagram,347,58,106175.76,4155.55,14376,1235,India
2023-03-14,21-Day Upgrade,Physical,Email,Facebook,276,41,40079.83,4364.48,35899,1472,India
2023-03-14,Mindset Coaching,Coaching,Influencer,Facebook,495,123,173761.55,2177.34,34595,1695,India
2023-03-14,Spiritual Sessions,Physical,WhatsApp,Facebook,448,130,34033.02,5249.75,22127,1139,India
2023-03-14,1:1 Mentorship,Digital,Content,Facebook,163,18,13438.21,1322.5,8491,703,India
2023-03-14,Dashboard Templates,Skill,Content,YouTube,369,64,114854.46,3720.44,15576,1523,India
2023-03-14,Meditation Audio Pack,Coaching,Ads,YouTube,8,1,1243.19,127.05,1214,39,India
2023-03-14,E-book,Digital,Influencer,Facebook,958,135,149108.94,7352.55,37711,2935,India
2023-03-14,Clothing Brand,Physical,WhatsApp,YouTube,125,21,22636.7,1592.84,5354,402,India
2023-03-15,5-Min Meditation Club,Digital,WhatsApp,Instagram,40,6,6647.99,312.54,1631,123,India
2023-03-15,3-Day Challenge,Coaching,Email,Google,142,41,37493.76,582.01,20518,436,India
2023-03-15,21-Day Upgrade,Skill,Influencer,WhatsApp,620,113,166878.72,6213.07,18655,1646,India
2023-03-15,Mindset Coaching,Physical,Influencer,WhatsApp,13,2,798.06,295.42,2117,92,India
2023-03-15,Spiritual Sessions,Coaching,WhatsApp,Google,184,44,36375.04,7312.78,39552,1620,India
2023-03-15,1:1 Mentorship,Coaching,WhatsApp,Facebook,361,78,102558.9,3335.57,11180,988,India
2023-03-15,Dashboard Templates,Coaching,Influencer,YouTube,462,135,210866.43,7284.43,23528,2067,India
2023-03-15,Meditation Audio Pack,Skill,Ads,WhatsApp,81,18,31390.88,1481.71,14463,300,India
2023-03-15,E-book,Coaching,WhatsApp,Facebook,188,54,80234.28,1212.22,9444,697,India
2023-03-15,Clothing Brand,Physical,Content,Facebook,521,69,116196.69,9509.51,33037,2258,India
2023-03-16,5-Min Meditation Club,Digital,WhatsApp,YouTube,736,165,38508.38,8713.83,43954,2294,India
2023-03-16,3-Day Challenge,Coaching,Influencer,Instagram,119,31,39433.39,866.61,4033,313,India
2023-03-16,21-Day Upgrade,Physical,Influencer,Facebook,169,23,16400.6,753.09,31615,521,India
2023-03-16,Mindset Coaching,Coaching,WhatsApp,Google,1374,396,427031.98,9654.34,46357,3941,India
2023-03-16,Spiritual Sessions,Coaching,Influencer,Facebook,560,91,154106.18,6476.51,15892,1557,India
2023-03-16,1:1 Mentorship,Skill,WhatsApp,YouTube,490,144,123696.55,13044.2,37518,3259,India
2023-03-16,Dashboard Templates,Coaching,Influencer,WhatsApp,460,46,90880.28,1823.62,48937,1669,India
2023-03-16,Meditation Audio Pack,Digital,WhatsApp,Google,480,105,176309.97,10058.69,21907,2046,India
2023-03-16,E-book,Digital,Content,YouTube,1015,255,434219.43,10090.92,46998,2878,India
2023-03-16,Clothing Brand,Skill,WhatsApp,Facebook,126,24,5772.89,773.51,24431,595,India
2023-03-17,5-Min Meditation Club,Physical,Email,Facebook,166,31,24179.06,3421.78,47257,790,India
2023-03-17,3-Day Challenge,Physical,Influencer,Instagram,328,95,57756.46,3935.46,20021,877,India
2023-03-17,21-Day Upgrade,Skill,Ads,Facebook,1196,236,365657.79,3721.21,48775,3492,India
2023-03-17,Mindset Coaching,Skill,Content,Google,67,7,13762.5,991.71,3782,310,India
2023-03-17,Spiritual Sessions,Physical,WhatsApp,Instagram,278,33,43575.19,3536.32,23041,713,India
2023-03-17,1:1 Mentorship,Digital,Influencer,Instagram,825,246,128354.36,9118.27,43594,2979,India
2023-03-17,Dashboard Templates,Physical,Influencer,Instagram,139,26,34759.26,1133.13,24865,444,India
2023-03-17,Meditation Audio Pack,Coaching,Influencer,YouTube,276,62,104483.81,2970.03,32137,909,India
2023-03-17,E-book,Physical,Email,Instagram,1058,109,204300.91,7119.46,48731,2678,India
2023-03-17,Clothing Brand,Skill,Ads,WhatsApp,168,33,10385.05,3005.9,13255,956,India
2023-03-18,5-Min Meditation Club,Skill,Content,Instagram,760,138,187649.77,6928.91,38565,3505,India
2023-03-18,3-Day Challenge,Digital,WhatsApp,Facebook,731,119,105378.33,10593.58,34291,2342,India
2023-03-18,21-Day Upgrade,Physical,Email,Facebook,305,66,58236.1,4924.21,41083,1968,India
2023-03-18,Mindset Coaching,Digital,WhatsApp,Google,176,27,18382.16,918.17,41139,474,India
2023-03-18,Spiritual Sessions,Digital,WhatsApp,WhatsApp,506,82,26359.71,2245.02,22386,1418,India
2023-03-18,1:1 Mentorship,Physical,WhatsApp,Facebook,942,191,223023.73,8792.04,49732,2616,India
2023-03-18,Dashboard Templates,Physical,Ads,WhatsApp,345,53,34307.36,3810.7,24754,1098,India
2023-03-18,Meditation Audio Pack,Coaching,Content,YouTube,1,0,0.0,32.87,1083,13,India
2023-03-18,E-book,Physical,Content,WhatsApp,66,7,8508.68,179.67,5982,169,India
2023-03-18,Clothing Brand,Digital,Ads,Instagram,190,47,82122.28,837.12,11119,543,India
2023-03-19,5-Min Meditation Club,Digital,Ads,Instagram,663,78,153527.75,2824.7,22578,2049,India
2023-03-19,3-Day Challenge,Coaching,Influencer,Instagram,111,23,30450.76,491.17,45683,487,India
2023-03-19,21-Day Upgrade,Digital,Influencer,Instagram,621,176,307794.34,4973.93,19184,1580,India
2023-03-19,Mindset Coaching,Skill,Influencer,Facebook,341,37,28017.77,6737.18,37662,1988,India
2023-03-19,Spiritual Sessions,Skill,Ads,Instagram,21,2,1635.74,213.24,3823,59,India
2023-03-19,1:1 Mentorship,Physical,Email,Instagram,819,85,103087.43,5762.12,31123,2104,India
2023-03-19,Dashboard Templates,Digital,WhatsApp,Instagram,563,68,63446.64,6167.0,28608,1752,India
2023-03-19,Meditation Audio Pack,Physical,WhatsApp,WhatsApp,268,75,125689.2,2695.99,13253,970,India
2023-03-19,E-book,Skill,Email,Facebook,97,16,5269.17,1737.86,12995,597,India
2023-03-19,Clothing Brand,Digital,WhatsApp,YouTube,322,54,50244.18,9366.61,42349,2451,India
2023-03-20,5-Min Meditation Club,Digital,WhatsApp,Google,261,39,68799.69,1330.21,8365,659,India
2023-03-20,3-Day Challenge,Coaching,Email,Instagram,105,16,18141.17,714.24,39371,442,India
2023-03-20,21-Day Upgrade,Skill,WhatsApp,Instagram,178,51,23307.58,1850.25,30876,526,India
2023-03-20,Mindset Coaching,Coaching,Influencer,Facebook,495,55,15699.38,6215.53,45326,1948,India
2023-03-20,Spiritual Sessions,Physical,Ads,YouTube,874,205,316820.03,9243.41,35876,3113,India
2023-03-20,1:1 Mentorship,Coaching,Content,Google,634,173,173217.91,7864.35,48027,3225,India
2023-03-20,Dashboard Templates,Digital,Email,Instagram,4,1,614.77,135.66,1036,39,India
2023-03-20,Meditation Audio Pack,Coaching,Content,YouTube,1027,264,236653.34,16117.41,49551,3762,India
2023-03-20,E-book,Skill,WhatsApp,Instagram,460,117,91556.41,7827.02,40918,4060,India
2023-03-20,Clothing Brand,Coaching,Email,WhatsApp,124,14,17760.26,1152.72,18342,805,India
2023-03-21,5-Min Meditation Club,Digital,Ads,WhatsApp,127,22,38060.99,763.77,16164,394,India
2023-03-21,3-Day Challenge,Digital,Email,WhatsApp,160,31,53904.5,5670.48,19485,1364,India
2023-03-21,21-Day Upgrade,Skill,Ads,YouTube,145,16,13174.73,911.54,4080,389,India
2023-03-21,Mindset Coaching,Skill,Email,Google,597,66,94468.54,5641.15,41406,3550,India
2023-03-21,Spiritual Sessions,Digital,Ads,WhatsApp,18,3,5097.31,81.04,1164,52,India
2023-03-21,1:1 Mentorship,Digital,Email,YouTube,298,89,145892.72,2269.07,31020,978,India
2023-03-21,Dashboard Templates,Skill,Content,WhatsApp,350,67,59445.75,1593.66,47247,1379,India
2023-03-21,Meditation Audio Pack,Physical,Content,Google,323,78,22270.57,8545.83,36851,1750,India
2023-03-21,E-book,Digital,Email,WhatsApp,155,17,22749.26,3129.56,15411,1427,India
2023-03-21,Clothing Brand,Skill,WhatsApp,Google,543,84,149932.86,5581.98,39297,1794,India
2023-03-22,5-Min Meditation Club,Physical,Content,Google,413,57,107102.0,5138.95,19028,1278,India
2023-03-22,3-Day Challenge,Digital,Ads,Instagram,217,55,13230.83,2116.26,34545,1382,India
2023-03-22,21-Day Upgrade,Skill,Content,Instagram,290,67,60130.75,5116.05,30103,2703,India
2023-03-22,Mindset Coaching,Digital,Email,Instagram,274,45,54486.13,3394.83,36687,2167,India
2023-03-22,Spiritual Sessions,Skill,WhatsApp,YouTube,246,47,10126.53,5917.79,21105,1984,India
2023-03-22,1:1 Mentorship,Physical,WhatsApp,Google,19,4,1575.64,217.79,1783,102,India
2023-03-22,Dashboard Templates,Skill,WhatsApp,WhatsApp,39,8,1756.02,801.91,5555,179,India
2023-03-22,Meditation Audio Pack,Digital,Ads,Instagram,58,14,26660.7,1943.58,5055,501,India
2023-03-22,E-book,Physical,WhatsApp,Facebook,30,6,11561.18,677.7,5345,169,India
2023-03-22,Clothing Brand,Digital,WhatsApp,YouTube,771,88,19757.17,4070.34,38969,3169,India
2023-03-23,5-Min Meditation Club,Skill,Content,Instagram,29,6,7706.79,520.15,1714,135,India
2023-03-23,3-Day Challenge,Digital,Influencer,YouTube,132,30,20815.26,1709.15,4401,351,India
2023-03-23,21-Day Upgrade,Coaching,Email,Instagram,479,128,154880.58,18782.59,39468,3912,India
2023-03-23,Mindset Coaching,Digital,Content,Facebook,103,11,13037.09,3112.79,16493,688,India
2023-03-23,Spiritual Sessions,Physical,WhatsApp,Instagram,368,38,65762.29,4221.02,21768,1798,India
2023-03-23,1:1 Mentorship,Skill,Ads,WhatsApp,617,123,135750.98,2576.98,29032,1595,India
